eBird English Name 2023,eBird English Name 2022,eBird Scientific Name 2022,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,Order,Family,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,One Percent Population Threshold
White-cheeked Starling,White-cheeked Starling,Spodiopsar cineraceus,,,,,Passeriformes,Sturnidae (Starlings),,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Common Myna,Common Myna,Acridotheres tristis,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,Sturnidae (Starlings),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Bank Myna,Bank Myna,Acridotheres ginginianus,High,Decline,Rapid Decline,Large,Passeriformes,Sturnidae (Starlings),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Jungle Myna,Jungle Myna,Acridotheres fuscus,Low,Stable,Trend Inconclusive,Large,Passeriformes,Sturnidae (Starlings),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Collared Myna,Collared Myna,Acridotheres albocinctus,,,,,Passeriformes,Sturnidae (Starlings),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Great Myna,Great Myna,Acridotheres grandis,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Sturnidae (Starlings),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Spot-winged Starling,Spot-winged Starling,Saroglossa spilopterus,High,Insufficient Data,Rapid Decline,Restricted,Passeriformes,Sturnidae (Starlings),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
Grandala,Grandala,Grandala coelicolor,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Long-tailed Thrush,Long-tailed Thrush,Zoothera dixoni,,,,,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Alpine Thrush,Alpine Thrush,Zoothera mollissima,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Himalayan Thrush,Himalayan Thrush,Zoothera salimalii,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Dark-sided Thrush,Dark-sided Thrush,Zoothera marginata,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Long-billed Thrush,Long-billed Thrush,Zoothera monticola,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Scaly Thrush,Scaly Thrush,Zoothera dauma,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Nilgiri Thrush,Nilgiri Thrush,Zoothera neilgherriensis,Moderate,Trend Inconclusive,Trend Inconclusive,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident & Local Migrant,FALSE,Not Recognised,Schedule-I,,Appendix II,
Purple Cochoa,Purple Cochoa,Cochoa purpurea,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Green Cochoa,Green Cochoa,Cochoa viridis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Siberian Thrush,Siberian Thrush,Geokichla sibirica,,,,,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Pied Thrush,Pied Thrush,Geokichla wardii,High,Insufficient Data,Insufficient Data,Very Restricted,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Orange-headed Thrush,Orange-headed Thrush,Geokichla citrina,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Chinese Thrush,Chinese Thrush,Turdus mupinensis,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Mistle Thrush,Mistle Thrush,Turdus viscivorus,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Song Thrush,Song Thrush,Turdus philomelos,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Chinese Blackbird,Chinese Blackbird,Turdus mandarinus,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Recent addition,,Appendix II,
Gray-winged Blackbird,Gray-winged Blackbird,Turdus boulboul,Low,Stable,Stable,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Indian Blackbird,Indian Blackbird,Turdus simillimus,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Japanese Thrush,Japanese Thrush,Turdus cardis,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Tickell's Thrush,Tickell's Thrush,Turdus unicolor,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-breasted Thrush,Black-breasted Thrush,Turdus dissimilis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Gray-sided Thrush,Gray-sided Thrush,Turdus feae,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant,FALSE,Vulnerable,Schedule-II,,Appendix II,
Eyebrowed Thrush,Eyebrowed Thrush,Turdus obscurus,,,,,Passeriformes,Turdidae (Thrushes and Allies),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-backed Thrush,White-backed Thrush,Turdus kessleri,,,,,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Tibetan Blackbird,Tibetan Blackbird,Turdus maximus,High,Insufficient Data,Insufficient Data,Very Restricted,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Himalayas,FALSE,FALSE,TRUE,Alpine & Cold Desert,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Fieldfare,Fieldfare,Turdus pilaris,,,,,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
White-collared Blackbird,White-collared Blackbird,Turdus albocinctus,Moderate,Rapid Decline,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Chestnut Thrush,Chestnut Thrush,Turdus rubrocanus,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-throated Thrush,Black-throated Thrush,Turdus atrogularis,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Red-throated Thrush,Red-throated Thrush,Turdus ruficollis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Dusky Thrush,Dusky Thrush,Turdus eunomus,,,,,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Naumann's Thrush,Naumann's Thrush,Turdus naumanni,,,,,Passeriformes,Turdidae (Thrushes and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Dark-sided Flycatcher,Dark-sided Flycatcher,Muscicapa sibirica,Low,Stable,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Ferruginous Flycatcher,Ferruginous Flycatcher,Muscicapa ferruginea,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Asian Brown Flycatcher,Asian Brown Flycatcher,Muscicapa dauurica,Low,Decline,Stable,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Brown-breasted Flycatcher,Brown-breasted Flycatcher,Muscicapa muttui,Low,Stable,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Spotted Flycatcher,Spotted Flycatcher,Muscicapa striata,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Passage Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Rufous-tailed Scrub-Robin,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Passage Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Indian Robin,Indian Robin,Copsychus fulicatus,Low,Stable,Trend Inconclusive,Very Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Oriental Magpie-Robin,Oriental Magpie-Robin,Copsychus saularis,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
White-rumped Shama,White-rumped Shama,Copsychus malabaricus,Low,Stable,Stable,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,Appendix I,Appendix II,
Andaman Shama,Andaman Shama,Copsychus albiventris,Moderate,Insufficient Data,Trend Inconclusive,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),,Andaman Islands,TRUE,TRUE,FALSE,Forest & Plantation,Resident,TRUE,Least Concern,Schedule-II,,Appendix II,
White-gorgeted Flycatcher,White-gorgeted Flycatcher,Anthipes monileger,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Nilgiri Sholakili,Nilgiri Sholakili,Sholicola major,High,Trend Inconclusive,Trend Inconclusive,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Endangered,Schedule-I,,Appendix II,
White-bellied Sholakili,White-bellied Sholakili,Sholicola albiventris,High,Trend Inconclusive,Trend Inconclusive,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Vulnerable,Schedule-I,,Appendix II,
White-tailed Flycatcher,White-tailed Flycatcher,Cyornis concretus,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-bellied Blue Flycatcher,White-bellied Blue Flycatcher,Cyornis pallidipes,High,Rapid Decline,Decline,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Pale-chinned Flycatcher,Pale-chinned Blue Flycatcher,Cyornis poliogenys,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Pale Blue Flycatcher,Pale Blue Flycatcher,Cyornis unicolor,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blue-throated Flycatcher,Blue-throated Flycatcher,Cyornis rubeculoides,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Large Blue Flycatcher,Large Blue Flycatcher,Cyornis magnirostris,High,Insufficient Data,Insufficient Data,Very Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Near Threatened,Schedule-I,,Appendix II,
Hill Blue Flycatcher,Hill Blue Flycatcher,Cyornis whitei,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Tickell's Blue Flycatcher,Tickell's Blue Flycatcher,Cyornis tickelliae,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Nicobar Jungle Flycatcher,Nicobar Jungle Flycatcher,Cyornis nicobaricus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),,Nicobar Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-II,,Appendix II,
Large Niltava,Large Niltava,Niltava grandis,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Small Niltava,Small Niltava,Niltava macgrigoriae,Low,Stable,Stable,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Rufous-bellied Niltava,Rufous-bellied Niltava,Niltava sundara,Low,Stable,Stable,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Chinese Vivid Niltava,Chinese Vivid Niltava,Niltava oatesi,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blue-and-white Flycatcher,Blue-and-white Flycatcher,Cyanoptila cyanomelana,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Zappey's Flycatcher,Zappey's Flycatcher,Cyanoptila cumatilis,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Uncertain,FALSE,Near Threatened,Schedule-II,,Appendix II,
Nilgiri Flycatcher,Nilgiri Flycatcher,Eumyias albicaudatus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Verditer Flycatcher,Verditer Flycatcher,Eumyias thalassinus,Low,Stable,Stable,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Rusty-bellied Shortwing,Rusty-bellied Shortwing,Brachypteryx hyperythra,Moderate,Trend Inconclusive,Trend Inconclusive,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Eastern Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Local Migrant,FALSE,Near Threatened,Schedule-II,,Appendix II,
Gould's Shortwing,Gould's Shortwing,Heteroxenicus stellatus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Omnivore,Eastern Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Lesser Shortwing,Lesser Shortwing,Brachypteryx leucophris,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Himalayan Shortwing,Himalayan Shortwing,Brachypteryx cruralis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Indian Blue Robin,Indian Blue Robin,Larvivora brunnea,Moderate,Decline,Stable,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Siberian Blue Robin,Siberian Blue Robin,Larvivora cyane,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-bellied Redstart,White-bellied Redstart,Luscinia phaenicuroides,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Bluethroat,Bluethroat,Luscinia svecica,Moderate,Trend Inconclusive,Decline,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Malabar Whistling-Thrush,Malabar Whistling-Thrush,Myophonus horsfieldii,Moderate,Decline,Stable,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Mainland India,TRUE,TRUE,FALSE,Non-specialized,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blue Whistling-Thrush,Blue Whistling-Thrush,Myophonus caeruleus,Low,Stable,Stable,Large,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Little Forktail,Little Forktail,Enicurus scouleri,Moderate,Trend Inconclusive,Decline,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-crowned Forktail,White-crowned Forktail,Enicurus leschenaulti,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Spotted Forktail,Spotted Forktail,Enicurus maculatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-backed Forktail,Black-backed Forktail,Enicurus immaculatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Slaty-backed Forktail,Slaty-backed Forktail,Enicurus schistaceus,Moderate,Insufficient Data,Decline,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Firethroat,Firethroat,Calliope pectardens,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Passage Migrant,FALSE,Near Threatened,Schedule-II,,Appendix II,
Siberian Rubythroat,Siberian Rubythroat,Calliope calliope,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Himalayan Rubythroat,Himalayan Rubythroat,Calliope pectoralis,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Chinese Rubythroat,Chinese Rubythroat,Calliope tschebaiewi,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-I,,Appendix II,
White-tailed Robin,White-tailed Robin,Myiomela leucura,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blue-fronted Robin,Blue-fronted Robin,Cinclidium frontale,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Red-flanked Bluetail,Red-flanked Bluetail,Tarsiger cyanurus,,,,,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Himalayan Bluetail,Himalayan Bluetail,Tarsiger rufilatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Rufous-breasted Bush-Robin,Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-browed Bush-Robin,White-browed Bush-Robin,Tarsiger indicus,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Muscicapidae (Old World Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
